mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,793,794,733,35,25,0,1,413,120.00,125.00,5.00
tempo,a_lot_faster_tempo,831,833,664,75,92,0,2,352,120.00,117.00,3.00
tempo,slower_tempo,789,790,650,63,76,0,1,305,120.00,125.00,5.00
tempo,a_lot_slower_tempo,798,797,750,22,25,1,0,423,120.00,156.00,36.00
progressive_tempo,accelerando,926,789,530,188,71,137,0,108,120.00,170.00,50.00
progressive_tempo,ritardando,789,974,500,50,239,0,185,80,120.00,94.00,26.00
progressive_tempo,tempo_fluctuation,940,1171,533,119,288,0,231,117,120.00,156.00,36.00
duration,note_held_too_long,781,780,745,24,11,1,0,500,120.00,156.00,36.00
duration,note_cut_too_soon,782,781,744,25,12,1,0,500,120.00,156.00,36.00
note,note_missing,781,779,735,27,17,2,0,489,120.00,156.00,36.00
note,note_not_expected,781,780,745,24,11,1,0,501,120.00,156.00,36.00
articulation,articulated_legato,781,779,724,35,20,2,0,455,120.00,156.00,36.00
articulation,articulated_staccato,808,807,728,35,44,1,0,435,120.00,156.00,36.00
articulation,articulated_accentuated,781,780,745,24,11,1,0,501,120.00,156.00,36.00
