mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,39,39,39,0,0,0,0,37,104.00,69.00,35.00
tempo,faster_tempo,45,45,35,3,7,0,0,24,104.00,85.00,19.00
tempo,a_lot_faster_tempo,45,45,38,3,4,0,0,20,104.00,104.00,0.00
tempo,slower_tempo,42,42,35,1,6,0,0,27,104.00,57.00,47.00
tempo,a_lot_slower_tempo,43,43,27,11,5,0,0,21,104.00,104.00,0.00
progressive_tempo,accelerando,46,40,15,14,11,6,0,13,104.00,99.00,5.00
progressive_tempo,ritardando,41,50,10,10,21,0,9,8,104.00,117.00,13.00
progressive_tempo,tempo_fluctuation,52,53,18,13,21,0,1,15,104.00,75.00,29.00
timing,note_too_soon,41,40,18,12,10,1,0,20,104.00,69.00,35.00
timing,note_too_late,42,42,36,4,2,0,0,36,104.00,69.00,35.00
duration,note_held_too_long,39,39,39,0,0,0,0,37,104.00,69.00,35.00
duration,note_cut_too_soon,40,40,38,1,1,0,0,38,104.00,69.00,35.00
note,note_missing,39,38,32,4,2,1,0,32,104.00,69.00,35.00
note,note_not_expected,39,40,22,9,8,0,1,21,104.00,69.00,35.00
articulation,articulated_legato,39,38,29,5,4,1,0,29,104.00,69.00,35.00
articulation,articulated_staccato,39,39,39,0,0,0,0,38,104.00,69.00,35.00
articulation,articulated_accentuated,39,39,39,0,0,0,0,38,104.00,69.00,35.00
