mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,679,576,231,215,130,103,0,75,120.00,156.00,36.00
progressive_tempo,ritardando,576,711,216,106,254,0,135,87,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,716,791,235,192,289,0,75,67,120.00,134.00,14.00
duration,note_held_too_long,573,573,573,0,0,0,0,528,120.00,134.00,14.00
duration,note_cut_too_soon,575,575,572,1,2,0,0,528,120.00,134.00,14.00
note,note_missing,573,572,481,51,40,1,0,347,120.00,134.00,14.00
note,note_not_expected,573,574,519,21,33,0,1,430,120.00,134.00,14.00
articulation,articulated_legato,573,572,531,25,16,1,0,434,120.00,134.00,14.00
articulation,articulated_staccato,587,586,436,82,68,1,0,151,120.00,99.00,21.00
articulation,articulated_accentuated,573,573,573,0,0,0,0,529,120.00,134.00,14.00
