mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,279,232,71,101,60,47,0,28,120.00,104.00,16.00
progressive_tempo,ritardando,242,295,89,48,105,0,53,15,120.00,170.00,50.00
progressive_tempo,tempo_fluctuation,309,375,83,87,139,0,66,25,120.00,188.00,68.00
duration,note_held_too_long,229,230,205,7,17,0,1,164,120.00,89.00,31.00
duration,note_cut_too_soon,231,232,203,8,20,0,1,161,120.00,89.00,31.00
note,note_missing,229,230,205,7,17,0,1,163,120.00,89.00,31.00
note,note_not_expected,236,238,108,49,79,0,2,48,120.00,89.00,31.00
articulation,articulated_legato,229,229,215,4,10,0,0,179,120.00,89.00,31.00
articulation,articulated_staccato,264,267,90,90,84,0,3,36,120.00,89.00,31.00
articulation,articulated_accentuated,229,230,205,7,17,0,1,164,120.00,89.00,31.00
