mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,518,519,345,67,106,0,1,291,120.00,134.00,14.00
timing,note_too_soon,505,507,172,154,179,0,2,171,120.00,134.00,14.00
timing,note_too_late,504,506,172,154,178,0,2,169,120.00,134.00,14.00
