mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,569,573,432,68,69,0,4,130,120.00,134.00,14.00
tempo,a_lot_faster_tempo,600,609,408,94,98,0,9,117,120.00,110.00,10.00
tempo,slower_tempo,568,564,430,72,62,4,0,143,120.00,170.00,50.00
tempo,a_lot_slower_tempo,569,558,415,84,59,11,0,126,120.00,110.00,10.00
progressive_tempo,accelerando,638,549,354,148,47,89,0,71,120.00,110.00,10.00
progressive_tempo,ritardando,563,676,328,53,182,0,113,64,120.00,156.00,36.00
progressive_tempo,tempo_fluctuation,705,773,231,147,327,0,68,104,120.00,117.00,3.00
duration,note_held_too_long,548,547,539,6,2,1,0,453,120.00,110.00,10.00
duration,note_cut_too_soon,548,547,539,6,2,1,0,452,120.00,110.00,10.00
note,note_missing,548,546,495,29,22,2,0,280,120.00,110.00,10.00
note,note_not_expected,548,548,520,11,17,0,0,352,120.00,110.00,10.00
articulation,articulated_legato,548,544,475,37,32,4,0,264,120.00,110.00,10.00
articulation,articulated_staccato,585,584,508,41,35,1,0,249,120.00,110.00,10.00
articulation,articulated_accentuated,548,547,539,6,2,1,0,453,120.00,110.00,10.00
