mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,984,985,917,37,30,0,1,460,120.00,117.00,3.00
tempo,a_lot_faster_tempo,1026,1016,867,73,76,10,0,170,120.00,117.00,3.00
tempo,slower_tempo,982,980,875,48,57,2,0,207,120.00,104.00,16.00
tempo,a_lot_slower_tempo,1010,1003,850,83,70,7,0,172,120.00,188.00,68.00
progressive_tempo,accelerando,1119,962,749,166,47,157,0,122,120.00,144.00,24.00
progressive_tempo,ritardando,969,1163,733,28,208,0,194,127,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,1153,1010,572,243,195,143,0,99,120.00,117.00,3.00
duration,note_held_too_long,944,944,936,2,6,0,0,705,120.00,134.00,14.00
duration,note_cut_too_soon,946,946,935,3,8,0,0,704,120.00,134.00,14.00
note,note_missing,944,943,913,11,19,1,0,555,120.00,134.00,14.00
note,note_not_expected,944,945,936,2,6,0,1,706,120.00,134.00,14.00
articulation,articulated_legato,944,943,925,6,12,1,0,691,120.00,134.00,14.00
articulation,articulated_staccato,1054,1054,931,57,66,0,0,579,120.00,134.00,14.00
articulation,articulated_accentuated,944,944,936,2,6,0,0,706,120.00,134.00,14.00
