mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,260,255,166,49,40,5,0,68,120.00,117.00,3.00
tempo,a_lot_faster_tempo,277,272,157,67,48,5,0,68,120.00,117.00,3.00
tempo,slower_tempo,259,257,180,39,38,2,0,87,120.00,134.00,14.00
tempo,a_lot_slower_tempo,267,260,146,61,53,7,0,48,120.00,99.00,21.00
progressive_tempo,accelerando,299,250,125,86,39,49,0,45,120.00,125.00,5.00
progressive_tempo,ritardando,255,313,111,40,104,0,58,30,120.00,82.00,38.00
progressive_tempo,tempo_fluctuation,307,414,94,56,157,0,107,32,120.00,170.00,50.00
duration,note_held_too_long,254,253,231,15,7,1,0,182,120.00,170.00,50.00
duration,note_cut_too_soon,254,253,231,15,7,1,0,181,120.00,170.00,50.00
note,note_missing,254,253,231,15,7,1,0,181,120.00,170.00,50.00
note,note_not_expected,254,253,231,15,7,1,0,179,120.00,170.00,50.00
articulation,articulated_legato,254,252,220,17,15,2,0,169,120.00,170.00,50.00
articulation,articulated_staccato,263,257,162,53,42,6,0,49,120.00,170.00,50.00
articulation,articulated_accentuated,254,253,231,15,7,1,0,182,120.00,170.00,50.00
