onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,329.4,329.4,329.4,1.0,True
correct,0.093,0.093,0.0,330.0,329.9,330.0,0.997,True
correct,0.186,0.186,0.0,330.0,330.1,330.0,0.999,True
correct,0.279,0.279,0.0,164.2,164.2,164.2,1.0,True
correct,0.372,0.372,0.0,329.8,329.8,329.8,1.0,True
correct,0.464,0.464,0.0,332.4,334.7,332.4,0.942,True
correct,0.557,0.557,0.0,332.5,331.0,332.5,0.962,True
correct,0.65,0.65,0.0,260.7,260.7,260.7,1.0,True
correct,0.743,0.743,0.0,329.0,329.0,329.0,0.999,True
correct,0.859,0.859,0.0,330.2,329.9,330.2,0.992,True
correct,0.952,0.952,0.0,330.2,330.4,330.2,0.997,True
correct,1.045,1.045,0.0,164.3,164.3,164.3,1.0,True
correct,1.115,1.115,0.0,329.7,329.7,329.7,1.0,True
correct,1.231,1.231,0.0,330.0,330.0,330.0,1.0,True
correct,1.324,1.324,0.0,330.0,330.0,330.0,1.0,True
correct,1.417,1.417,0.0,247.1,247.1,247.1,1.0,True
correct,1.509,1.509,0.0,293.3,293.3,293.3,1.0,True
correct,1.602,1.602,0.0,294.1,295.3,294.1,0.965,True
correct,1.695,1.695,0.0,294.4,291.8,294.4,0.927,True
correct,1.788,1.788,0.0,164.1,164.1,164.1,1.0,True
correct,1.881,1.881,0.0,293.2,293.2,293.2,1.0,True
correct,1.974,1.974,0.0,293.2,293.1,293.2,0.998,True
correct,2.067,2.067,0.0,293.2,293.2,293.2,1.0,True
correct,2.16,2.16,0.0,,,0.0,0.0,True
correct,2.252,2.252,0.0,261.1,261.1,261.1,1.0,True
correct,2.345,2.345,0.0,265.5,266.6,265.5,0.966,True
correct,2.438,2.438,0.0,266.0,257.9,266.0,0.767,True
correct,2.531,2.531,0.0,164.0,164.0,164.0,1.0,True
correct,2.624,2.624,0.0,261.1,261.1,261.1,1.0,True
correct,2.717,2.717,0.0,261.2,261.0,261.2,0.992,True
correct,2.81,2.81,0.0,261.2,261.3,261.2,0.998,True
correct,2.903,2.903,0.0,219.6,219.5,219.6,0.998,True
correct,2.995,2.995,0.0,260.3,260.4,260.3,0.996,True
