mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,569,475,191,188,96,94,0,76,120.00,170.00,50.00
progressive_tempo,ritardando,484,608,185,69,230,0,124,62,120.00,94.00,26.00
progressive_tempo,tempo_fluctuation,629,703,171,192,266,0,74,71,120.00,144.00,24.00
duration,note_held_too_long,476,479,379,47,50,0,3,284,120.00,144.00,24.00
duration,note_cut_too_soon,476,479,379,47,50,0,3,283,120.00,144.00,24.00
note,note_missing,478,480,343,65,70,0,2,228,120.00,144.00,24.00
note,note_not_expected,476,480,335,65,76,0,4,220,120.00,144.00,24.00
articulation,articulated_legato,476,479,379,47,50,0,3,283,120.00,144.00,24.00
articulation,articulated_staccato,493,494,428,33,32,0,1,230,120.00,144.00,24.00
articulation,articulated_accentuated,476,479,379,47,50,0,3,284,120.00,144.00,24.00
