mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,886,871,830,23,18,15,0,137,120.00,134.00,14.00
timing,note_too_soon,897,882,834,26,22,15,0,139,120.00,134.00,14.00
timing,note_too_late,962,947,865,44,38,15,0,141,120.00,134.00,14.00
