mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,851,851,821,15,15,0,0,512,120.00,117.00,3.00
timing,note_too_soon,851,852,806,19,26,0,1,249,120.00,117.00,3.00
timing,note_too_late,851,852,806,19,26,0,1,249,120.00,117.00,3.00
