mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,beat_spectrum_similar,beat_spectrum_max_difference,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
timing_errors,note_too_soon,46,46,45,0,1,0,0,True,0.018,75.00,76.00,1.00
timing_errors,note_too_late,46,46,45,1,0,0,0,True,0.019,75.00,76.00,1.00
