mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,368,367,326,23,18,1,0,156,120.00,134.00,14.00
tempo,a_lot_faster_tempo,371,368,304,38,26,3,0,131,120.00,156.00,36.00
tempo,slower_tempo,364,363,333,13,17,1,0,179,120.00,89.00,31.00
tempo,a_lot_slower_tempo,376,374,302,40,32,2,0,115,120.00,110.00,10.00
progressive_tempo,accelerando,425,356,240,97,19,69,0,44,120.00,134.00,14.00
progressive_tempo,ritardando,360,448,220,13,127,0,88,40,120.00,104.00,16.00
progressive_tempo,tempo_fluctuation,378,678,164,12,202,0,300,49,120.00,117.00,3.00
duration,note_held_too_long,360,357,336,14,7,3,0,227,120.00,110.00,10.00
duration,note_cut_too_soon,360,357,336,14,7,3,0,228,120.00,110.00,10.00
note,note_missing,360,356,334,14,8,4,0,228,120.00,110.00,10.00
note,note_not_expected,360,358,321,14,23,2,0,146,120.00,110.00,10.00
articulation,articulated_legato,360,357,336,14,7,3,0,228,120.00,110.00,10.00
articulation,articulated_staccato,392,389,328,29,32,3,0,145,120.00,110.00,10.00
articulation,articulated_accentuated,360,357,336,14,7,3,0,228,120.00,110.00,10.00
