mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,649,646,447,121,78,3,0,153,120.00,110.00,10.00
tempo,a_lot_faster_tempo,674,669,417,138,114,5,0,112,120.00,134.00,14.00
tempo,slower_tempo,642,642,478,74,90,0,0,161,120.00,110.00,10.00
tempo,a_lot_slower_tempo,654,650,380,144,126,4,0,73,120.00,134.00,14.00
