mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,402,402,247,71,84,0,0,118,120.00,170.00,50.00
tempo,a_lot_faster_tempo,433,430,282,72,76,3,0,172,120.00,117.00,3.00
tempo,slower_tempo,407,410,301,50,56,0,3,155,120.00,117.00,3.00
tempo,a_lot_slower_tempo,409,409,324,40,45,0,0,163,120.00,78.00,42.00
progressive_tempo,accelerando,475,390,163,156,71,85,0,61,120.00,170.00,50.00
progressive_tempo,ritardando,403,506,191,48,164,0,103,63,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,522,688,173,126,223,0,166,63,120.00,156.00,36.00
duration,note_held_too_long,400,398,272,80,46,2,0,190,120.00,144.00,24.00
duration,note_cut_too_soon,400,398,272,80,46,2,0,191,120.00,144.00,24.00
note,note_missing,400,398,272,80,46,2,0,191,120.00,144.00,24.00
note,note_not_expected,400,398,272,80,46,2,0,191,120.00,144.00,24.00
articulation,articulated_legato,400,397,247,77,73,3,0,148,120.00,144.00,24.00
articulation,articulated_staccato,409,407,277,82,48,2,0,105,120.00,144.00,24.00
articulation,articulated_accentuated,400,398,272,80,46,2,0,191,120.00,144.00,24.00
