mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,254,254,223,15,16,0,0,170,120.00,110.00,10.00
timing,note_too_soon,241,242,192,22,27,0,1,64,120.00,110.00,10.00
timing,note_too_late,242,243,196,19,27,0,1,69,120.00,110.00,10.00
