mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,275,274,262,8,4,1,0,93,120.00,156.00,36.00
tempo,a_lot_faster_tempo,292,292,272,6,14,0,0,113,120.00,125.00,5.00
tempo,slower_tempo,277,277,274,1,2,0,0,168,120.00,104.00,16.00
tempo,a_lot_slower_tempo,285,284,268,11,5,1,0,75,120.00,125.00,5.00
progressive_tempo,accelerando,323,275,212,55,8,48,0,18,120.00,134.00,14.00
progressive_tempo,ritardando,277,340,191,10,76,0,63,19,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,299,484,202,17,80,0,185,36,120.00,134.00,14.00
duration,note_held_too_long,275,275,275,0,0,0,0,234,120.00,125.00,5.00
duration,note_cut_too_soon,275,275,275,0,0,0,0,234,120.00,125.00,5.00
note,note_missing,275,275,275,0,0,0,0,234,120.00,125.00,5.00
note,note_not_expected,275,276,264,4,7,0,1,131,120.00,125.00,5.00
articulation,articulated_legato,275,275,275,0,0,0,0,232,120.00,125.00,5.00
articulation,articulated_staccato,282,282,272,6,4,0,0,97,120.00,125.00,5.00
articulation,articulated_accentuated,275,275,275,0,0,0,0,234,120.00,125.00,5.00
