mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,284,288,230,24,30,0,4,95,120.00,170.00,50.00
tempo,a_lot_faster_tempo,296,303,217,32,47,0,7,74,120.00,144.00,24.00
tempo,slower_tempo,283,282,238,27,17,1,0,134,120.00,117.00,3.00
tempo,a_lot_slower_tempo,287,286,236,29,21,1,0,92,120.00,144.00,24.00
progressive_tempo,accelerando,317,277,197,60,20,40,0,48,120.00,117.00,3.00
progressive_tempo,ritardando,278,338,182,16,80,0,60,49,120.00,188.00,68.00
progressive_tempo,tempo_fluctuation,341,306,151,61,94,35,0,30,120.00,110.00,10.00
duration,note_held_too_long,274,274,274,0,0,0,0,230,120.00,144.00,24.00
duration,note_cut_too_soon,275,275,274,0,1,0,0,229,120.00,144.00,24.00
note,note_missing,274,273,258,10,5,1,0,180,120.00,144.00,24.00
note,note_not_expected,274,275,256,7,11,0,1,163,120.00,144.00,24.00
articulation,articulated_legato,274,272,268,4,0,2,0,225,120.00,144.00,24.00
articulation,articulated_staccato,293,300,236,26,31,0,7,118,120.00,144.00,24.00
articulation,articulated_accentuated,274,274,274,0,0,0,0,230,120.00,144.00,24.00
