analysis_name,reference_file,live_file,mutation_category,mutation_name,beat_spectrum_similar,beat_spectrum_max_difference,onsets_correct,onsets_early,onsets_late,onsets_missing,onsets_extra,onsets_precision,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm,tempo_similar,structure_measures_ref,structure_measures_live,structure_compatible,dtw_regular,rhythm_repeats,rhythm_large_gaps
veneciana,audio/veneciana-reference.mp3,audio/veneciana-live.mp3,manual_analysis,veneciana,Similar,0.093,65,3,11,44,27,52.8%,112.35,107.67,4.68,Tempo similar,14,15,Estructura compatible,Camino DTW regular,11,25
