onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,195.5,195.5,195.5,1.0,True
correct,0.511,0.511,0.0,247.0,247.0,247.0,1.0,True
correct,0.998,0.998,0.0,183.8,183.8,183.8,1.0,True
correct,1.509,1.509,0.0,,,0.0,0.0,True
correct,1.997,1.997,0.0,195.5,195.5,195.5,1.0,True
correct,2.508,2.508,0.0,247.0,247.0,247.0,1.0,True
correct,2.995,2.995,0.0,183.6,183.6,183.6,1.0,True
correct,3.506,3.506,0.0,195.3,195.3,195.3,1.0,True
correct,4.505,4.505,0.0,195.5,195.5,195.5,1.0,True
correct,5.503,5.503,0.0,164.3,164.3,164.3,1.0,True
late,6.501,7.012,-0.5,169.2,164.1,169.2,0.767,True
correct,7.5,8.011,-0.5,195.5,195.6,195.5,0.996,True
correct,8.011,8.498,-0.5,184.6,192.5,184.6,0.697,True
correct,8.498,9.009,-0.5,167.7,163.2,167.7,0.791,True
correct,9.009,9.497,-0.5,246.6,246.8,246.6,0.992,True
correct,9.497,10.008,-0.5,,,0.0,0.0,True
correct,10.518,11.006,-0.5,,,0.0,0.0,True
correct,11.517,12.005,-0.5,195.6,195.6,195.6,1.0,True
correct,12.515,13.003,-0.5,195.4,194.9,195.4,0.978,True
correct,13.514,14.001,-0.5,184.6,190.8,184.6,0.75,True
correct,14.512,15.0,-0.5,184.3,184.5,184.3,0.989,True
correct,15.511,15.998,-0.5,247.0,246.3,247.0,0.975,True
correct,15.998,16.509,-0.5,195.0,195.5,195.0,0.981,True
correct,16.509,16.997,-0.5,188.7,185.0,188.7,0.841,True
correct,16.997,17.508,-0.5,246.8,247.0,246.8,0.995,True
correct,17.508,17.995,-0.5,261.3,261.0,261.3,0.992,True
correct,18.506,19.017,-0.5,266.0,261.1,266.0,0.852,True
correct,19.505,20.015,-0.5,,,0.0,0.0,True
correct,20.015,20.503,-0.5,195.5,195.1,195.5,0.986,True
correct,20.503,21.014,-0.5,246.4,247.0,246.4,0.978,True
correct,21.014,21.502,-0.5,184.6,184.6,184.6,0.999,True
correct,21.502,22.012,-0.5,,,0.0,0.0,True
