onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,234.3,234.3,234.3,1.0,True
correct,0.418,0.418,0.0,204.5,204.9,204.5,0.981,True
correct,0.558,0.558,0.0,195.7,195.8,195.7,0.996,True
correct,0.859,0.859,0.0,175.0,174.2,175.0,0.962,True
correct,1.417,1.417,0.0,146.7,146.8,146.7,0.996,True
correct,1.719,1.719,0.0,,,0.0,0.0,True
correct,2.137,2.137,0.0,,,0.0,0.0,True
correct,2.276,2.276,0.0,147.2,147.1,147.2,0.998,True
correct,2.555,2.555,0.0,154.4,154.2,154.4,0.989,True
correct,3.135,3.135,0.0,182.9,182.7,182.9,0.99,True
correct,3.414,3.414,0.0,,,0.0,0.0,True
correct,3.855,3.855,0.0,,,0.0,0.0,True
correct,3.994,3.994,0.0,,,0.0,0.0,True
correct,4.273,4.273,0.0,147.1,147.2,147.1,0.993,True
correct,4.853,4.853,0.0,170.4,,170.4,0.0,True
correct,5.132,5.132,0.0,,,0.0,0.0,True
correct,5.991,5.991,0.0,232.6,232.6,232.6,1.0,True
correct,6.85,6.85,0.0,235.5,235.6,235.5,0.999,True
correct,7.268,7.268,0.0,227.0,225.5,227.0,0.944,True
correct,7.431,7.431,0.0,195.6,195.6,195.6,1.0,True
correct,7.709,7.709,0.0,175.8,173.2,175.8,0.878,True
correct,8.29,8.29,0.0,147.2,147.2,147.2,1.0,True
correct,8.569,8.569,0.0,,,0.0,0.0,True
correct,8.986,8.986,0.0,,,0.0,0.0,True
correct,9.126,9.126,0.0,147.1,147.0,147.1,0.995,True
correct,9.428,9.428,0.0,155.2,155.2,155.2,0.998,True
correct,9.846,9.846,0.0,146.9,146.6,146.9,0.987,True
correct,9.985,9.985,0.0,,,0.0,0.0,True
correct,10.287,10.287,0.0,,,0.0,0.0,True
correct,10.705,10.705,0.0,,,0.0,0.0,True
correct,10.844,10.844,0.0,,,0.0,0.0,True
correct,11.146,11.146,0.0,,,0.0,0.0,True
late,12.005,12.284,-0.279,,,0.0,0.0,True
