mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,beat_spectrum_similar,beat_spectrum_max_difference,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
timing_errors,note_too_soon,28,28,27,0,1,0,0,True,0.007,142.00,143.55,1.55
timing_errors,note_too_late,28,28,27,1,0,0,0,True,0.011,142.00,143.55,1.55
