onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,219.3,219.4,219.3,0.999,True
correct,0.186,0.186,0.0,293.2,293.1,293.2,0.998,True
correct,0.372,0.372,0.0,329.2,329.1,329.2,0.995,True
correct,0.558,0.558,0.0,369.5,369.5,369.5,1.0,True
correct,0.929,0.929,0.0,376.6,376.6,376.6,1.0,True
correct,1.324,1.301,0.0,329.6,329.6,329.6,1.0,True
correct,2.067,2.067,0.0,293.2,293.2,293.2,1.0,True
correct,2.253,2.253,0.0,277.6,277.6,277.6,0.999,True
correct,2.439,2.439,0.0,293.1,293.1,293.1,0.999,True
correct,3.553,3.553,0.0,329.3,329.3,329.3,0.999,True
correct,3.739,3.739,0.0,292.9,293.1,292.9,0.995,True
correct,3.948,3.948,0.0,369.5,369.5,369.5,1.0,True
correct,5.991,5.991,0.0,218.9,219.0,218.9,0.999,True
correct,6.177,6.177,0.0,292.7,292.6,292.7,0.998,True
correct,6.386,6.386,0.0,330.0,330.0,330.0,1.0,True
correct,6.572,6.572,0.0,369.5,369.5,369.5,1.0,True
correct,6.943,6.943,0.0,373.1,373.0,373.1,0.998,True
correct,7.315,7.315,0.0,329.8,329.8,329.8,1.0,True
correct,8.058,8.058,0.0,293.3,293.3,293.3,1.0,True
correct,8.244,8.244,0.0,277.7,277.6,277.7,0.998,True
correct,8.429,8.429,0.0,268.8,266.7,268.8,0.935,True
correct,9.939,9.939,0.0,277.5,277.5,277.5,1.0,True
correct,12.005,12.005,0.0,219.5,219.5,219.5,1.0,True
correct,12.191,12.191,0.0,293.2,293.2,293.2,1.0,True
correct,12.377,12.377,0.0,329.8,329.9,329.8,0.998,True
correct,12.562,12.562,0.0,369.3,368.9,369.3,0.992,True
correct,12.934,12.934,0.0,375.8,375.7,375.8,0.999,True
correct,13.306,13.306,0.0,329.7,329.7,329.7,1.0,True
correct,14.072,14.072,0.0,293.2,293.2,293.2,1.0,True
correct,14.258,14.258,0.0,277.6,277.6,277.6,1.0,True
correct,14.443,14.443,0.0,291.8,292.6,291.8,0.975,True
correct,15.558,15.558,0.0,494.0,494.0,494.0,1.0,True
correct,15.744,15.744,0.0,494.1,493.6,494.1,0.99,True
correct,15.929,15.929,0.0,440.0,439.4,440.0,0.989,True
correct,16.115,16.115,0.0,329.0,329.0,329.0,0.999,True
correct,16.301,16.301,0.0,369.5,369.5,369.5,0.999,True
correct,17.067,17.067,0.0,391.6,391.6,391.6,0.999,True
correct,17.439,17.439,0.0,369.7,369.7,369.7,1.0,True
correct,17.624,17.624,0.0,329.9,329.6,329.9,0.991,True
correct,17.81,17.81,0.0,293.2,293.5,293.2,0.991,True
correct,18.182,18.182,0.0,292.9,292.9,292.9,1.0,True
correct,18.553,18.553,0.0,369.3,369.3,369.3,1.0,True
correct,18.948,18.948,0.0,219.7,219.7,219.7,1.0,True
correct,20.063,20.063,0.0,247.0,247.0,247.0,1.0,True
correct,20.248,20.248,0.0,293.0,293.2,293.0,0.996,True
correct,20.434,20.434,0.0,291.5,290.0,291.5,0.957,True
correct,23.429,23.429,0.0,391.4,391.4,391.4,1.0,True
correct,24.939,24.939,0.0,465.7,465.7,465.7,1.0,True
correct,26.448,26.448,0.0,311.1,311.1,311.1,1.0,True
correct,28.677,28.677,0.0,348.8,348.8,348.8,1.0,True
correct,29.072,29.072,0.0,391.6,391.6,391.6,1.0,True
correct,29.443,29.443,0.0,415.0,415.0,415.0,0.999,True
correct,30.186,30.186,0.0,393.3,393.3,393.3,1.0,True
correct,30.929,30.929,0.0,347.9,347.9,347.9,1.0,True
correct,31.696,31.696,0.0,311.3,311.3,311.3,1.0,True
correct,32.439,32.439,0.0,391.6,391.6,391.6,1.0,True
correct,33.948,33.948,0.0,348.9,348.9,348.9,1.0,True
late,35.434,35.806,-0.4,465.7,465.8,465.7,0.999,True
correct,36.943,37.315,-0.4,587.3,587.5,587.3,0.997,True
correct,38.43,38.801,-0.4,622.4,621.7,622.4,0.99,True
correct,38.801,39.196,-0.4,465.5,465.7,465.5,0.997,True
correct,40.31,40.682,-0.4,415.0,415.4,415.0,0.993,True
correct,40.682,41.053,-0.4,465.7,465.3,465.7,0.991,True
correct,41.053,41.448,-0.4,522.8,523.3,522.8,0.993,True
correct,41.448,41.82,-0.4,391.6,391.6,391.6,1.0,True
correct,42.563,42.934,-0.4,348.9,348.5,348.9,0.99,True
correct,42.748,43.12,-0.4,311.6,311.3,311.6,0.991,True
correct,42.934,43.306,-0.4,349.1,348.8,349.1,0.994,True
correct,44.072,44.443,-0.4,311.3,310.8,311.3,0.987,True
correct,44.443,44.815,-0.4,312.3,313.3,312.3,0.974,True
