mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,411,411,254,80,77,0,0,145,120.00,170.00,50.00
tempo,faster_tempo,418,415,243,91,81,3,0,92,120.00,208.00,88.00
tempo,a_lot_faster_tempo,425,429,231,96,98,0,4,78,120.00,125.00,5.00
tempo,slower_tempo,418,416,210,107,99,2,0,65,120.00,134.00,14.00
tempo,a_lot_slower_tempo,422,418,234,95,89,4,0,88,120.00,85.00,35.00
progressive_tempo,accelerando,490,412,146,176,90,78,0,49,120.00,117.00,3.00
progressive_tempo,ritardando,413,522,136,77,200,0,109,35,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,538,620,116,184,238,0,82,47,120.00,170.00,50.00
timing,note_too_soon,414,413,208,104,101,1,0,53,120.00,170.00,50.00
timing,note_too_late,413,413,251,83,79,0,0,142,120.00,170.00,50.00
duration,note_held_too_long,411,411,254,80,77,0,0,145,120.00,170.00,50.00
duration,note_cut_too_soon,412,412,253,81,78,0,0,143,120.00,170.00,50.00
note,note_missing,411,410,234,89,87,1,0,96,120.00,170.00,50.00
note,note_not_expected,411,412,288,58,65,0,1,189,120.00,170.00,50.00
articulation,articulated_legato,411,410,232,90,88,1,0,98,120.00,170.00,50.00
articulation,articulated_staccato,413,410,190,109,111,3,0,61,120.00,170.00,50.00
articulation,articulated_accentuated,411,411,254,80,77,0,0,145,120.00,170.00,50.00
