mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,442,448,398,18,26,0,6,155,120.00,104.00,16.00
tempo,a_lot_faster_tempo,442,446,376,28,38,0,4,100,120.00,125.00,5.00
tempo,slower_tempo,443,441,407,24,10,2,0,172,120.00,117.00,3.00
tempo,a_lot_slower_tempo,462,450,383,43,24,12,0,103,120.00,144.00,24.00
progressive_tempo,accelerando,465,417,350,47,20,48,0,69,120.00,110.00,10.00
progressive_tempo,ritardando,447,504,342,36,69,0,57,56,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,530,449,264,96,89,81,0,62,120.00,144.00,24.00
duration,note_held_too_long,425,429,405,7,13,0,4,243,120.00,144.00,24.00
duration,note_cut_too_soon,426,430,406,7,13,0,4,243,120.00,144.00,24.00
note,note_missing,426,429,410,5,11,0,3,255,120.00,144.00,24.00
note,note_not_expected,425,429,405,7,13,0,4,240,120.00,144.00,24.00
articulation,articulated_legato,425,427,408,7,10,0,2,249,120.00,144.00,24.00
articulation,articulated_staccato,452,460,394,27,31,0,8,110,120.00,144.00,24.00
articulation,articulated_accentuated,425,429,405,7,13,0,4,243,120.00,144.00,24.00
