onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,195.5,195.5,195.5,1.0,True
correct,0.511,0.511,0.0,247.0,247.0,247.0,1.0,True
correct,0.998,0.998,0.0,183.8,183.8,183.8,1.0,True
correct,1.509,1.509,0.0,,,0.0,0.0,True
correct,1.997,1.997,0.0,195.5,195.5,195.5,1.0,True
correct,2.508,2.508,0.0,247.0,247.0,247.0,1.0,True
correct,2.995,2.995,0.0,183.6,183.6,183.6,1.0,True
correct,3.506,3.506,0.0,195.3,195.3,195.3,1.0,True
correct,4.505,4.505,0.0,195.5,195.5,195.5,1.0,True
correct,5.503,5.503,0.0,164.3,164.3,164.3,1.0,True
correct,6.501,6.501,0.0,169.2,169.2,169.2,1.0,True
correct,7.5,7.5,0.0,195.5,195.5,195.5,1.0,True
correct,8.011,8.011,0.0,184.6,184.6,184.6,1.0,True
correct,8.498,8.498,0.0,167.7,167.7,167.7,1.0,True
correct,9.009,9.009,0.0,246.6,246.6,246.6,1.0,True
correct,9.497,9.497,0.0,,,0.0,0.0,True
correct,10.518,10.518,0.0,,,0.0,0.0,True
correct,11.517,11.517,0.0,195.6,195.6,195.6,1.0,True
correct,12.515,12.515,0.0,195.4,195.4,195.4,1.0,True
correct,13.514,13.514,0.0,184.6,184.6,184.6,1.0,True
correct,14.512,14.512,0.0,184.3,184.3,184.3,1.0,True
correct,15.511,15.511,0.0,247.0,247.0,247.0,1.0,True
correct,15.998,15.998,0.0,195.0,195.0,195.0,1.0,True
early,16.509,16.138,0.4,188.7,184.6,188.7,0.828,True
correct,16.997,16.625,0.4,246.8,246.1,246.8,0.974,True
correct,17.508,17.136,0.4,261.3,263.2,261.3,0.938,True
correct,18.506,18.135,0.4,266.0,261.2,266.0,0.854,True
correct,19.505,19.133,0.4,,265.0,265.0,0.0,True
correct,20.015,19.621,0.4,195.5,195.5,195.5,0.999,True
correct,20.503,20.132,0.4,246.4,247.0,246.4,0.981,True
correct,21.014,20.642,0.4,184.6,184.5,184.6,0.995,True
correct,21.502,21.13,0.4,,,0.0,0.0,True
