mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,587,587,587,0,0,0,0,464,120.00,144.00,24.00
tempo,faster_tempo,604,604,545,33,26,0,0,332,120.00,110.00,10.00
tempo,a_lot_faster_tempo,627,630,443,94,90,0,3,236,120.00,134.00,14.00
tempo,slower_tempo,601,597,463,73,61,4,0,242,120.00,117.00,3.00
tempo,a_lot_slower_tempo,618,605,404,119,82,13,0,94,120.00,144.00,24.00
progressive_tempo,accelerando,690,588,352,166,70,102,0,64,120.00,117.00,3.00
progressive_tempo,ritardando,593,724,340,52,201,0,131,74,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,728,743,258,155,315,0,15,45,120.00,156.00,36.00
timing,note_too_soon,590,590,582,2,6,0,0,465,120.00,144.00,24.00
timing,note_too_late,591,591,581,7,3,0,0,467,120.00,144.00,24.00
duration,note_held_too_long,587,587,587,0,0,0,0,468,120.00,144.00,24.00
duration,note_cut_too_soon,590,590,584,2,4,0,0,468,120.00,144.00,24.00
note,note_missing,587,586,537,27,22,1,0,357,120.00,144.00,24.00
note,note_not_expected,587,588,530,23,34,0,1,340,120.00,125.00,5.00
articulation,articulated_legato,587,586,544,22,20,1,0,374,120.00,125.00,5.00
articulation,articulated_staccato,605,604,529,39,36,1,0,197,120.00,125.00,5.00
articulation,articulated_accentuated,587,587,587,0,0,0,0,468,120.00,144.00,24.00
