mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,519,533,373,68,78,0,14,65,120.00,104.00,16.00
tempo,a_lot_faster_tempo,554,558,381,83,90,0,4,88,120.00,117.00,3.00
tempo,slower_tempo,522,539,364,68,90,0,17,66,120.00,144.00,24.00
tempo,a_lot_slower_tempo,534,537,403,68,63,0,3,145,120.00,94.00,26.00
