analysis_name,reference_file,live_file,mutation_category,mutation_name,beat_spectrum_similar,beat_spectrum_max_difference,onsets_correct,onsets_early,onsets_late,onsets_missing,onsets_extra,onsets_precision,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm,tempo_similar,structure_measures_ref,structure_measures_live,structure_compatible,dtw_regular,rhythm_repeats,rhythm_large_gaps
mambo,audio/MamboFestival-120.mp3,audio/MamboFestival-130.mp3,manual_analysis,mambo,Similar,0.152,197,0,11,34,13,81.4%,129.20,136.00,6.80,Diferencia significativa de tempo,32,29,Estructura incompatible,Camino DTW regular,9,57
